Trial ID,Milestone,Release Tag,Paradigm,Instance Family,Machine Type,vCPU Count,Silicon Architecture,Concurrency Parameter,Concurrency Value,Benchmark Command,Min Time (s),Max Time (s),Avg Time (s),Concurrent Blocks in Flight (L),Required Bare-Metal VM/Cluster Units
93,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4d-highcpu,c4d-highcpu-96,96,AMD Turin Zen 5,JOBS=3,3,cloud-bench-run TARGET=prover-c4d-highcpu-96 SHAPE=c4d-highcpu-96 JOBS=3,72.1,72.1,72.1,721,241
94,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4d-highcpu,c4d-highcpu-96,96,AMD Turin Zen 5,JOBS=4,4,cloud-bench-run TARGET=prover-c4d-highcpu-96 SHAPE=c4d-highcpu-96 JOBS=4,72.1,72.1,72.1,721,181
95,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4d-highcpu,c4d-highcpu-96,96,AMD Turin Zen 5,JOBS=5,5,cloud-bench-run TARGET=prover-c4d-highcpu-96 SHAPE=c4d-highcpu-96 JOBS=5,72.1,72.1,72.1,721,145
96,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4d-highcpu,c4d-highcpu-96,96,AMD Turin Zen 5,JOBS=6,6,cloud-bench-run TARGET=prover-c4d-highcpu-96 SHAPE=c4d-highcpu-96 JOBS=6,72.1,72.1,72.1,721,121
97,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4d-highcpu,c4d-highcpu-96,96,AMD Turin Zen 5,JOBS=7,7,cloud-bench-run TARGET=prover-c4d-highcpu-96 SHAPE=c4d-highcpu-96 JOBS=7,72.1,72.1,72.1,721,103
98,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4d-highcpu,c4d-highcpu-96,96,AMD Turin Zen 5,JOBS=8,8,cloud-bench-run TARGET=prover-c4d-highcpu-96 SHAPE=c4d-highcpu-96 JOBS=8,72.1,72.1,72.1,721,91
99,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4d-highcpu,c4d-highcpu-96,96,AMD Turin Zen 5,JOBS=9,9,cloud-bench-run TARGET=prover-c4d-highcpu-96 SHAPE=c4d-highcpu-96 JOBS=9,72.1,72.1,72.1,721,81
100,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4d-highcpu,c4d-highcpu-96,96,AMD Turin Zen 5,JOBS=10,10,cloud-bench-run TARGET=prover-c4d-highcpu-96 SHAPE=c4d-highcpu-96 JOBS=10,72.1,72.1,72.1,721,73
101,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c3d-highcpu,c3d-highcpu-16,16,AMD Genoa Zen 4,JOBS=1,1,cloud-bench-run TARGET=prover-c3d-highcpu-16 SHAPE=c3d-highcpu-16 JOBS=1,450.1,450.1,450.1,4501,4501
102,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c3d-highcpu,c3d-highcpu-16,16,AMD Genoa Zen 4,JOBS=2,2,cloud-bench-run TARGET=prover-c3d-highcpu-16 SHAPE=c3d-highcpu-16 JOBS=2,450.1,450.1,450.1,4501,2251
103,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c3d-highcpu,c3d-highcpu-16,16,AMD Genoa Zen 4,JOBS=3,3,cloud-bench-run TARGET=prover-c3d-highcpu-16 SHAPE=c3d-highcpu-16 JOBS=3,450.1,450.1,450.1,4501,1501
104,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c3d-highcpu,c3d-highcpu-16,16,AMD Genoa Zen 4,JOBS=4,4,cloud-bench-run TARGET=prover-c3d-highcpu-16 SHAPE=c3d-highcpu-16 JOBS=4,450.1,450.1,450.1,4501,1126
105,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c3d-highcpu,c3d-highcpu-16,16,AMD Genoa Zen 4,JOBS=5,5,cloud-bench-run TARGET=prover-c3d-highcpu-16 SHAPE=c3d-highcpu-16 JOBS=5,450.1,450.1,450.1,4501,901
106,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c3d-highcpu,c3d-highcpu-16,16,AMD Genoa Zen 4,JOBS=6,6,cloud-bench-run TARGET=prover-c3d-highcpu-16 SHAPE=c3d-highcpu-16 JOBS=6,450.1,450.1,450.1,4501,751
107,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c3d-highcpu,c3d-highcpu-16,16,AMD Genoa Zen 4,JOBS=7,7,cloud-bench-run TARGET=prover-c3d-highcpu-16 SHAPE=c3d-highcpu-16 JOBS=7,450.1,450.1,450.1,4501,643
108,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c3d-highcpu,c3d-highcpu-16,16,AMD Genoa Zen 4,JOBS=8,8,cloud-bench-run TARGET=prover-c3d-highcpu-16 SHAPE=c3d-highcpu-16 JOBS=8,450.1,450.1,450.1,4501,563
109,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c3d-highcpu,c3d-highcpu-16,16,AMD Genoa Zen 4,JOBS=9,9,cloud-bench-run TARGET=prover-c3d-highcpu-16 SHAPE=c3d-highcpu-16 JOBS=9,450.1,450.1,450.1,4501,501
110,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c3d-highcpu,c3d-highcpu-16,16,AMD Genoa Zen 4,JOBS=10,10,cloud-bench-run TARGET=prover-c3d-highcpu-16 SHAPE=c3d-highcpu-16 JOBS=10,450.1,450.1,450.1,4501,451
111,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c3d-highcpu,c3d-highcpu-30,30,AMD Genoa Zen 4,JOBS=1,1,cloud-bench-run TARGET=prover-c3d-highcpu-30 SHAPE=c3d-highcpu-30 JOBS=1,262.669,262.669,262.669,2627,2627
112,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c3d-highcpu,c3d-highcpu-30,30,AMD Genoa Zen 4,JOBS=2,2,cloud-bench-run TARGET=prover-c3d-highcpu-30 SHAPE=c3d-highcpu-30 JOBS=2,267.145,268.751,267.948,2680,1340
113,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c3d-highcpu,c3d-highcpu-30,30,AMD Genoa Zen 4,JOBS=3,3,cloud-bench-run TARGET=prover-c3d-highcpu-30 SHAPE=c3d-highcpu-30 JOBS=3,270.549,272.36,271.394,2714,905
114,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c3d-highcpu,c3d-highcpu-30,30,AMD Genoa Zen 4,JOBS=4,4,cloud-bench-run TARGET=prover-c3d-highcpu-30 SHAPE=c3d-highcpu-30 JOBS=4,274.765,276.694,275.729,2758,690
115,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c3d-highcpu,c3d-highcpu-30,30,AMD Genoa Zen 4,JOBS=5,5,cloud-bench-run TARGET=prover-c3d-highcpu-30 SHAPE=c3d-highcpu-30 JOBS=5,278.429,280.442,279.413,2795,559
116,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c3d-highcpu,c3d-highcpu-30,30,AMD Genoa Zen 4,JOBS=6,6,cloud-bench-run TARGET=prover-c3d-highcpu-30 SHAPE=c3d-highcpu-30 JOBS=6,282.558,284.637,283.598,2836,473
117,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c3d-highcpu,c3d-highcpu-30,30,AMD Genoa Zen 4,JOBS=7,7,cloud-bench-run TARGET=prover-c3d-highcpu-30 SHAPE=c3d-highcpu-30 JOBS=7,286.309,288.445,287.365,2874,411
118,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c3d-highcpu,c3d-highcpu-30,30,AMD Genoa Zen 4,JOBS=8,8,cloud-bench-run TARGET=prover-c3d-highcpu-30 SHAPE=c3d-highcpu-30 JOBS=8,290.395,292.581,291.488,2915,365
119,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c3d-highcpu,c3d-highcpu-30,30,AMD Genoa Zen 4,JOBS=9,9,cloud-bench-run TARGET=prover-c3d-highcpu-30 SHAPE=c3d-highcpu-30 JOBS=9,294.189,296.421,295.298,2953,329
120,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c3d-highcpu,c3d-highcpu-30,30,AMD Genoa Zen 4,JOBS=10,10,cloud-bench-run TARGET=prover-c3d-highcpu-30 SHAPE=c3d-highcpu-30 JOBS=10,298.249,300.524,299.387,2994,300
121,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c3d-highcpu,c3d-highcpu-60,60,AMD Genoa Zen 4,JOBS=1,1,cloud-bench-run TARGET=prover-c3d-highcpu-60 SHAPE=c3d-highcpu-60 JOBS=1,144.298,144.298,144.298,1443,1443
122,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c3d-highcpu,c3d-highcpu-60,60,AMD Genoa Zen 4,JOBS=2,2,cloud-bench-run TARGET=prover-c3d-highcpu-60 SHAPE=c3d-highcpu-60 JOBS=2,144.298,144.298,144.298,1443,722
123,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c3d-highcpu,c3d-highcpu-60,60,AMD Genoa Zen 4,JOBS=3,3,cloud-bench-run TARGET=prover-c3d-highcpu-60 SHAPE=c3d-highcpu-60 JOBS=3,144.298,144.298,144.298,1443,481
124,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c3d-highcpu,c3d-highcpu-60,60,AMD Genoa Zen 4,JOBS=4,4,cloud-bench-run TARGET=prover-c3d-highcpu-60 SHAPE=c3d-highcpu-60 JOBS=4,144.298,144.298,144.298,1443,361
125,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c3d-highcpu,c3d-highcpu-60,60,AMD Genoa Zen 4,JOBS=5,5,cloud-bench-run TARGET=prover-c3d-highcpu-60 SHAPE=c3d-highcpu-60 JOBS=5,144.298,144.298,144.298,1443,289
126,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c3d-highcpu,c3d-highcpu-60,60,AMD Genoa Zen 4,JOBS=6,6,cloud-bench-run TARGET=prover-c3d-highcpu-60 SHAPE=c3d-highcpu-60 JOBS=6,144.298,144.298,144.298,1443,241
127,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c3d-highcpu,c3d-highcpu-60,60,AMD Genoa Zen 4,JOBS=7,7,cloud-bench-run TARGET=prover-c3d-highcpu-60 SHAPE=c3d-highcpu-60 JOBS=7,144.298,144.298,144.298,1443,207
128,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c3d-highcpu,c3d-highcpu-60,60,AMD Genoa Zen 4,JOBS=8,8,cloud-bench-run TARGET=prover-c3d-highcpu-60 SHAPE=c3d-highcpu-60 JOBS=8,144.298,144.298,144.298,1443,181
129,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c3d-highcpu,c3d-highcpu-60,60,AMD Genoa Zen 4,JOBS=9,9,cloud-bench-run TARGET=prover-c3d-highcpu-60 SHAPE=c3d-highcpu-60 JOBS=9,144.298,144.298,144.298,1443,161
130,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c3d-highcpu,c3d-highcpu-60,60,AMD Genoa Zen 4,JOBS=10,10,cloud-bench-run TARGET=prover-c3d-highcpu-60 SHAPE=c3d-highcpu-60 JOBS=10,144.298,144.298,144.298,1443,145
131,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c3d-highcpu,c3d-highcpu-90,90,AMD Genoa Zen 4,JOBS=1,1,cloud-bench-run TARGET=prover-c3d-highcpu-90 SHAPE=c3d-highcpu-90 JOBS=1,105.1,105.1,105.1,1051,1051
132,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c3d-highcpu,c3d-highcpu-90,90,AMD Genoa Zen 4,JOBS=2,2,cloud-bench-run TARGET=prover-c3d-highcpu-90 SHAPE=c3d-highcpu-90 JOBS=2,105.1,105.1,105.1,1051,526
133,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c3d-highcpu,c3d-highcpu-90,90,AMD Genoa Zen 4,JOBS=3,3,cloud-bench-run TARGET=prover-c3d-highcpu-90 SHAPE=c3d-highcpu-90 JOBS=3,105.1,105.1,105.1,1051,351
134,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c3d-highcpu,c3d-highcpu-90,90,AMD Genoa Zen 4,JOBS=4,4,cloud-bench-run TARGET=prover-c3d-highcpu-90 SHAPE=c3d-highcpu-90 JOBS=4,105.1,105.1,105.1,1051,263
135,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c3d-highcpu,c3d-highcpu-90,90,AMD Genoa Zen 4,JOBS=5,5,cloud-bench-run TARGET=prover-c3d-highcpu-90 SHAPE=c3d-highcpu-90 JOBS=5,105.1,105.1,105.1,1051,211
136,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c3d-highcpu,c3d-highcpu-90,90,AMD Genoa Zen 4,JOBS=6,6,cloud-bench-run TARGET=prover-c3d-highcpu-90 SHAPE=c3d-highcpu-90 JOBS=6,105.1,105.1,105.1,1051,176
137,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c3d-highcpu,c3d-highcpu-90,90,AMD Genoa Zen 4,JOBS=7,7,cloud-bench-run TARGET=prover-c3d-highcpu-90 SHAPE=c3d-highcpu-90 JOBS=7,105.1,105.1,105.1,1051,151
138,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c3d-highcpu,c3d-highcpu-90,90,AMD Genoa Zen 4,JOBS=8,8,cloud-bench-run TARGET=prover-c3d-highcpu-90 SHAPE=c3d-highcpu-90 JOBS=8,105.1,105.1,105.1,1051,132
139,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c3d-highcpu,c3d-highcpu-90,90,AMD Genoa Zen 4,JOBS=9,9,cloud-bench-run TARGET=prover-c3d-highcpu-90 SHAPE=c3d-highcpu-90 JOBS=9,105.1,105.1,105.1,1051,117
140,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c3d-highcpu,c3d-highcpu-90,90,AMD Genoa Zen 4,JOBS=10,10,cloud-bench-run TARGET=prover-c3d-highcpu-90 SHAPE=c3d-highcpu-90 JOBS=10,105.1,105.1,105.1,1051,106
141,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c3d-highcpu,c3d-highcpu-180,180,AMD Genoa Zen 4,JOBS=1,1,cloud-bench-run TARGET=prover-c3d-highcpu-180 SHAPE=c3d-highcpu-180 JOBS=1,62.4,62.4,62.4,624,624
142,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c3d-highcpu,c3d-highcpu-180,180,AMD Genoa Zen 4,JOBS=2,2,cloud-bench-run TARGET=prover-c3d-highcpu-180 SHAPE=c3d-highcpu-180 JOBS=2,62.4,62.4,62.4,624,312
143,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c3d-highcpu,c3d-highcpu-180,180,AMD Genoa Zen 4,JOBS=3,3,cloud-bench-run TARGET=prover-c3d-highcpu-180 SHAPE=c3d-highcpu-180 JOBS=3,62.4,62.4,62.4,624,208
144,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c3d-highcpu,c3d-highcpu-180,180,AMD Genoa Zen 4,JOBS=4,4,cloud-bench-run TARGET=prover-c3d-highcpu-180 SHAPE=c3d-highcpu-180 JOBS=4,62.4,62.4,62.4,624,156
145,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c3d-highcpu,c3d-highcpu-180,180,AMD Genoa Zen 4,JOBS=5,5,cloud-bench-run TARGET=prover-c3d-highcpu-180 SHAPE=c3d-highcpu-180 JOBS=5,62.4,62.4,62.4,624,125
146,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c3d-highcpu,c3d-highcpu-180,180,AMD Genoa Zen 4,JOBS=6,6,cloud-bench-run TARGET=prover-c3d-highcpu-180 SHAPE=c3d-highcpu-180 JOBS=6,62.4,62.4,62.4,624,104
147,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c3d-highcpu,c3d-highcpu-180,180,AMD Genoa Zen 4,JOBS=7,7,cloud-bench-run TARGET=prover-c3d-highcpu-180 SHAPE=c3d-highcpu-180 JOBS=7,62.4,62.4,62.4,624,90
148,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c3d-highcpu,c3d-highcpu-180,180,AMD Genoa Zen 4,JOBS=8,8,cloud-bench-run TARGET=prover-c3d-highcpu-180 SHAPE=c3d-highcpu-180 JOBS=8,62.4,62.4,62.4,624,78
149,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c3d-highcpu,c3d-highcpu-180,180,AMD Genoa Zen 4,JOBS=9,9,cloud-bench-run TARGET=prover-c3d-highcpu-180 SHAPE=c3d-highcpu-180 JOBS=9,62.4,62.4,62.4,624,70
150,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c3d-highcpu,c3d-highcpu-180,180,AMD Genoa Zen 4,JOBS=10,10,cloud-bench-run TARGET=prover-c3d-highcpu-180 SHAPE=c3d-highcpu-180 JOBS=10,62.4,62.4,62.4,624,63
151,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,t2d-standard,t2d-standard-16,16,AMD Milan Zen 3,JOBS=1,1,cloud-bench-run TARGET=prover-t2d-standard-16 SHAPE=t2d-standard-16 JOBS=1,590.2,590.2,590.2,5902,5902
152,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,t2d-standard,t2d-standard-16,16,AMD Milan Zen 3,JOBS=2,2,cloud-bench-run TARGET=prover-t2d-standard-16 SHAPE=t2d-standard-16 JOBS=2,590.2,590.2,590.2,5902,2951
153,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,t2d-standard,t2d-standard-16,16,AMD Milan Zen 3,JOBS=3,3,cloud-bench-run TARGET=prover-t2d-standard-16 SHAPE=t2d-standard-16 JOBS=3,590.2,590.2,590.2,5902,1968
154,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,t2d-standard,t2d-standard-16,16,AMD Milan Zen 3,JOBS=4,4,cloud-bench-run TARGET=prover-t2d-standard-16 SHAPE=t2d-standard-16 JOBS=4,590.2,590.2,590.2,5902,1476
155,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,t2d-standard,t2d-standard-16,16,AMD Milan Zen 3,JOBS=5,5,cloud-bench-run TARGET=prover-t2d-standard-16 SHAPE=t2d-standard-16 JOBS=5,590.2,590.2,590.2,5902,1181
156,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,t2d-standard,t2d-standard-16,16,AMD Milan Zen 3,JOBS=6,6,cloud-bench-run TARGET=prover-t2d-standard-16 SHAPE=t2d-standard-16 JOBS=6,590.2,590.2,590.2,5902,984
157,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,t2d-standard,t2d-standard-16,16,AMD Milan Zen 3,JOBS=7,7,cloud-bench-run TARGET=prover-t2d-standard-16 SHAPE=t2d-standard-16 JOBS=7,590.2,590.2,590.2,5902,844
158,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,t2d-standard,t2d-standard-16,16,AMD Milan Zen 3,JOBS=8,8,cloud-bench-run TARGET=prover-t2d-standard-16 SHAPE=t2d-standard-16 JOBS=8,590.2,590.2,590.2,5902,738
159,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,t2d-standard,t2d-standard-16,16,AMD Milan Zen 3,JOBS=9,9,cloud-bench-run TARGET=prover-t2d-standard-16 SHAPE=t2d-standard-16 JOBS=9,590.2,590.2,590.2,5902,656
160,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,t2d-standard,t2d-standard-16,16,AMD Milan Zen 3,JOBS=10,10,cloud-bench-run TARGET=prover-t2d-standard-16 SHAPE=t2d-standard-16 JOBS=10,590.2,590.2,590.2,5902,591
161,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,t2d-standard,t2d-standard-32,32,AMD Milan Zen 3,JOBS=1,1,cloud-bench-run TARGET=prover-t2d-standard-32 SHAPE=t2d-standard-32 JOBS=1,320.1,320.1,320.1,3201,3201
162,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,t2d-standard,t2d-standard-32,32,AMD Milan Zen 3,JOBS=2,2,cloud-bench-run TARGET=prover-t2d-standard-32 SHAPE=t2d-standard-32 JOBS=2,320.1,320.1,320.1,3201,1601
163,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,t2d-standard,t2d-standard-32,32,AMD Milan Zen 3,JOBS=3,3,cloud-bench-run TARGET=prover-t2d-standard-32 SHAPE=t2d-standard-32 JOBS=3,320.1,320.1,320.1,3201,1067
164,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,t2d-standard,t2d-standard-32,32,AMD Milan Zen 3,JOBS=4,4,cloud-bench-run TARGET=prover-t2d-standard-32 SHAPE=t2d-standard-32 JOBS=4,320.1,320.1,320.1,3201,801
165,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,t2d-standard,t2d-standard-32,32,AMD Milan Zen 3,JOBS=5,5,cloud-bench-run TARGET=prover-t2d-standard-32 SHAPE=t2d-standard-32 JOBS=5,320.1,320.1,320.1,3201,641
166,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,t2d-standard,t2d-standard-32,32,AMD Milan Zen 3,JOBS=6,6,cloud-bench-run TARGET=prover-t2d-standard-32 SHAPE=t2d-standard-32 JOBS=6,320.1,320.1,320.1,3201,534
167,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,t2d-standard,t2d-standard-32,32,AMD Milan Zen 3,JOBS=7,7,cloud-bench-run TARGET=prover-t2d-standard-32 SHAPE=t2d-standard-32 JOBS=7,320.1,320.1,320.1,3201,458
168,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,t2d-standard,t2d-standard-32,32,AMD Milan Zen 3,JOBS=8,8,cloud-bench-run TARGET=prover-t2d-standard-32 SHAPE=t2d-standard-32 JOBS=8,320.1,320.1,320.1,3201,401
169,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,t2d-standard,t2d-standard-32,32,AMD Milan Zen 3,JOBS=9,9,cloud-bench-run TARGET=prover-t2d-standard-32 SHAPE=t2d-standard-32 JOBS=9,320.1,320.1,320.1,3201,356
170,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,t2d-standard,t2d-standard-32,32,AMD Milan Zen 3,JOBS=10,10,cloud-bench-run TARGET=prover-t2d-standard-32 SHAPE=t2d-standard-32 JOBS=10,320.1,320.1,320.1,3201,321
171,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,t2d-standard,t2d-standard-48,48,AMD Milan Zen 3,JOBS=1,1,cloud-bench-run TARGET=prover-t2d-standard-48 SHAPE=t2d-standard-48 JOBS=1,235.1,235.1,235.1,2351,2351
172,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,t2d-standard,t2d-standard-48,48,AMD Milan Zen 3,JOBS=2,2,cloud-bench-run TARGET=prover-t2d-standard-48 SHAPE=t2d-standard-48 JOBS=2,235.1,235.1,235.1,2351,1176
173,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,t2d-standard,t2d-standard-48,48,AMD Milan Zen 3,JOBS=3,3,cloud-bench-run TARGET=prover-t2d-standard-48 SHAPE=t2d-standard-48 JOBS=3,235.1,235.1,235.1,2351,784
174,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,t2d-standard,t2d-standard-48,48,AMD Milan Zen 3,JOBS=4,4,cloud-bench-run TARGET=prover-t2d-standard-48 SHAPE=t2d-standard-48 JOBS=4,235.1,235.1,235.1,2351,588
175,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,t2d-standard,t2d-standard-48,48,AMD Milan Zen 3,JOBS=5,5,cloud-bench-run TARGET=prover-t2d-standard-48 SHAPE=t2d-standard-48 JOBS=5,235.1,235.1,235.1,2351,471
176,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,t2d-standard,t2d-standard-48,48,AMD Milan Zen 3,JOBS=6,6,cloud-bench-run TARGET=prover-t2d-standard-48 SHAPE=t2d-standard-48 JOBS=6,235.1,235.1,235.1,2351,392
177,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,t2d-standard,t2d-standard-48,48,AMD Milan Zen 3,JOBS=7,7,cloud-bench-run TARGET=prover-t2d-standard-48 SHAPE=t2d-standard-48 JOBS=7,235.1,235.1,235.1,2351,336
178,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,t2d-standard,t2d-standard-48,48,AMD Milan Zen 3,JOBS=8,8,cloud-bench-run TARGET=prover-t2d-standard-48 SHAPE=t2d-standard-48 JOBS=8,235.1,235.1,235.1,2351,294
179,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,t2d-standard,t2d-standard-48,48,AMD Milan Zen 3,JOBS=9,9,cloud-bench-run TARGET=prover-t2d-standard-48 SHAPE=t2d-standard-48 JOBS=9,235.1,235.1,235.1,2351,262
180,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,t2d-standard,t2d-standard-48,48,AMD Milan Zen 3,JOBS=10,10,cloud-bench-run TARGET=prover-t2d-standard-48 SHAPE=t2d-standard-48 JOBS=10,235.1,235.1,235.1,2351,236
181,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,t2d-standard,t2d-standard-60,60,AMD Milan Zen 3,JOBS=1,1,cloud-bench-run TARGET=prover-t2d-standard-60 SHAPE=t2d-standard-60 JOBS=1,190.036,190.036,190.036,1901,1901
182,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,t2d-standard,t2d-standard-60,60,AMD Milan Zen 3,JOBS=2,2,cloud-bench-run TARGET=prover-t2d-standard-60 SHAPE=t2d-standard-60 JOBS=2,190.036,190.036,190.036,1901,951
183,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,t2d-standard,t2d-standard-60,60,AMD Milan Zen 3,JOBS=3,3,cloud-bench-run TARGET=prover-t2d-standard-60 SHAPE=t2d-standard-60 JOBS=3,190.036,190.036,190.036,1901,634
184,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,t2d-standard,t2d-standard-60,60,AMD Milan Zen 3,JOBS=4,4,cloud-bench-run TARGET=prover-t2d-standard-60 SHAPE=t2d-standard-60 JOBS=4,190.036,190.036,190.036,1901,476
185,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,t2d-standard,t2d-standard-60,60,AMD Milan Zen 3,JOBS=5,5,cloud-bench-run TARGET=prover-t2d-standard-60 SHAPE=t2d-standard-60 JOBS=5,190.036,190.036,190.036,1901,381
186,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,t2d-standard,t2d-standard-60,60,AMD Milan Zen 3,JOBS=6,6,cloud-bench-run TARGET=prover-t2d-standard-60 SHAPE=t2d-standard-60 JOBS=6,190.036,190.036,190.036,1901,317
187,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,t2d-standard,t2d-standard-60,60,AMD Milan Zen 3,JOBS=7,7,cloud-bench-run TARGET=prover-t2d-standard-60 SHAPE=t2d-standard-60 JOBS=7,190.036,190.036,190.036,1901,272
