Trial ID,Milestone,Release Tag,Paradigm,Instance Family,Machine Type,vCPU Count,Silicon Architecture,Concurrency Parameter,Concurrency Value,Benchmark Command,Min Time (s),Max Time (s),Avg Time (s),Concurrent Blocks in Flight (L),Required Bare-Metal VM/Cluster Units
94,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,t2d-standard,t2d-standard-60,60,AMD Milan Zen 3,JOBS=4,4,cloud-bench-run TARGET=prover-t2d-standard-60 SHAPE=t2d-standard-60 JOBS=4,190.036,191.506,190.771,1908,477
95,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,t2d-standard,t2d-standard-60,60,AMD Milan Zen 3,JOBS=5,5,cloud-bench-run TARGET=prover-t2d-standard-60 SHAPE=t2d-standard-60 JOBS=5,190.036,191.996,191.016,1911,383
96,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c4a-highcpu,c4a-highcpu-16,16,ARM64 Neoverse V2,JOBS=1,1,cloud-bench-run TARGET=prover-c4a-highcpu-16 SHAPE=c4a-highcpu-16 JOBS=1,520.12,520.12,520.12,5202,5202
97,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c4a-highcpu,c4a-highcpu-16,16,ARM64 Neoverse V2,JOBS=2,2,cloud-bench-run TARGET=prover-c4a-highcpu-16 SHAPE=c4a-highcpu-16 JOBS=2,520.12,520.61,520.365,5204,2602
98,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c4a-highcpu,c4a-highcpu-16,16,ARM64 Neoverse V2,JOBS=3,3,cloud-bench-run TARGET=prover-c4a-highcpu-16 SHAPE=c4a-highcpu-16 JOBS=3,520.12,521.1,520.61,5207,1736
99,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c4a-highcpu,c4a-highcpu-16,16,ARM64 Neoverse V2,JOBS=4,4,cloud-bench-run TARGET=prover-c4a-highcpu-16 SHAPE=c4a-highcpu-16 JOBS=4,520.12,521.59,520.855,5209,1303
100,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c4a-highcpu,c4a-highcpu-16,16,ARM64 Neoverse V2,JOBS=5,5,cloud-bench-run TARGET=prover-c4a-highcpu-16 SHAPE=c4a-highcpu-16 JOBS=5,520.12,522.08,521.1,5211,1043
101,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c4a-highcpu,c4a-highcpu-32,32,ARM64 Neoverse V2,JOBS=1,1,cloud-bench-run TARGET=prover-c4a-highcpu-32 SHAPE=c4a-highcpu-32 JOBS=1,280.115,280.115,280.115,2802,2802
102,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c4a-highcpu,c4a-highcpu-32,32,ARM64 Neoverse V2,JOBS=2,2,cloud-bench-run TARGET=prover-c4a-highcpu-32 SHAPE=c4a-highcpu-32 JOBS=2,280.115,280.605,280.36,2804,1402
103,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c4a-highcpu,c4a-highcpu-32,32,ARM64 Neoverse V2,JOBS=3,3,cloud-bench-run TARGET=prover-c4a-highcpu-32 SHAPE=c4a-highcpu-32 JOBS=3,280.115,281.095,280.605,2807,936
104,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c4a-highcpu,c4a-highcpu-32,32,ARM64 Neoverse V2,JOBS=4,4,cloud-bench-run TARGET=prover-c4a-highcpu-32 SHAPE=c4a-highcpu-32 JOBS=4,280.115,281.585,280.85,2809,703
105,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c4a-highcpu,c4a-highcpu-32,32,ARM64 Neoverse V2,JOBS=5,5,cloud-bench-run TARGET=prover-c4a-highcpu-32 SHAPE=c4a-highcpu-32 JOBS=5,280.115,282.075,281.095,2811,563
106,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c4a-highcpu,c4a-highcpu-48,48,ARM64 Neoverse V2,JOBS=1,1,cloud-bench-run TARGET=prover-c4a-highcpu-48 SHAPE=c4a-highcpu-48 JOBS=1,210.05,210.05,210.05,2101,2101
107,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c4a-highcpu,c4a-highcpu-48,48,ARM64 Neoverse V2,JOBS=2,2,cloud-bench-run TARGET=prover-c4a-highcpu-48 SHAPE=c4a-highcpu-48 JOBS=2,210.05,210.54,210.295,2103,1052
108,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c4a-highcpu,c4a-highcpu-48,48,ARM64 Neoverse V2,JOBS=3,3,cloud-bench-run TARGET=prover-c4a-highcpu-48 SHAPE=c4a-highcpu-48 JOBS=3,210.05,211.03,210.54,2106,702
109,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c4a-highcpu,c4a-highcpu-48,48,ARM64 Neoverse V2,JOBS=4,4,cloud-bench-run TARGET=prover-c4a-highcpu-48 SHAPE=c4a-highcpu-48 JOBS=4,210.05,211.52,210.785,2108,527
110,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c4a-highcpu,c4a-highcpu-48,48,ARM64 Neoverse V2,JOBS=5,5,cloud-bench-run TARGET=prover-c4a-highcpu-48 SHAPE=c4a-highcpu-48 JOBS=5,210.05,212.01,211.03,2111,423
111,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c4a-highcpu,c4a-highcpu-64,64,ARM64 Neoverse V2,JOBS=1,1,cloud-bench-run TARGET=prover-c4a-highcpu-64 SHAPE=c4a-highcpu-64 JOBS=1,171.262,171.262,171.262,1713,1713
112,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c4a-highcpu,c4a-highcpu-64,64,ARM64 Neoverse V2,JOBS=2,2,cloud-bench-run TARGET=prover-c4a-highcpu-64 SHAPE=c4a-highcpu-64 JOBS=2,171.262,171.752,171.507,1716,858
113,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c4a-highcpu,c4a-highcpu-64,64,ARM64 Neoverse V2,JOBS=3,3,cloud-bench-run TARGET=prover-c4a-highcpu-64 SHAPE=c4a-highcpu-64 JOBS=3,171.262,172.242,171.752,1718,573
114,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c4a-highcpu,c4a-highcpu-64,64,ARM64 Neoverse V2,JOBS=4,4,cloud-bench-run TARGET=prover-c4a-highcpu-64 SHAPE=c4a-highcpu-64 JOBS=4,171.262,172.732,171.997,1720,430
115,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c4a-highcpu,c4a-highcpu-64,64,ARM64 Neoverse V2,JOBS=5,5,cloud-bench-run TARGET=prover-c4a-highcpu-64 SHAPE=c4a-highcpu-64 JOBS=5,171.262,173.222,172.242,1723,345
116,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c4a-highcpu,c4a-highcpu-72,72,ARM64 Neoverse V2,JOBS=1,1,cloud-bench-run TARGET=prover-c4a-highcpu-72 SHAPE=c4a-highcpu-72 JOBS=1,160.05,160.05,160.05,1601,1601
117,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c4a-highcpu,c4a-highcpu-72,72,ARM64 Neoverse V2,JOBS=2,2,cloud-bench-run TARGET=prover-c4a-highcpu-72 SHAPE=c4a-highcpu-72 JOBS=2,160.05,160.54,160.295,1603,802
118,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c4a-highcpu,c4a-highcpu-72,72,ARM64 Neoverse V2,JOBS=3,3,cloud-bench-run TARGET=prover-c4a-highcpu-72 SHAPE=c4a-highcpu-72 JOBS=3,160.05,161.03,160.54,1606,536
119,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c4a-highcpu,c4a-highcpu-72,72,ARM64 Neoverse V2,JOBS=4,4,cloud-bench-run TARGET=prover-c4a-highcpu-72 SHAPE=c4a-highcpu-72 JOBS=4,160.05,161.52,160.785,1608,402
120,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c4a-highcpu,c4a-highcpu-72,72,ARM64 Neoverse V2,JOBS=5,5,cloud-bench-run TARGET=prover-c4a-highcpu-72 SHAPE=c4a-highcpu-72 JOBS=5,160.05,162.01,161.03,1611,323
121,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c4d-highcpu,c4d-highcpu-16,16,AMD Turin Zen 5,JOBS=1,1,cloud-bench-run TARGET=prover-c4d-highcpu-16 SHAPE=c4d-highcpu-16 JOBS=1,250.1,250.1,250.1,2501,2501
122,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c4d-highcpu,c4d-highcpu-16,16,AMD Turin Zen 5,JOBS=2,2,cloud-bench-run TARGET=prover-c4d-highcpu-16 SHAPE=c4d-highcpu-16 JOBS=2,250.1,250.59,250.345,2504,1252
123,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c4d-highcpu,c4d-highcpu-16,16,AMD Turin Zen 5,JOBS=3,3,cloud-bench-run TARGET=prover-c4d-highcpu-16 SHAPE=c4d-highcpu-16 JOBS=3,250.1,251.08,250.59,2506,836
124,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c4d-highcpu,c4d-highcpu-16,16,AMD Turin Zen 5,JOBS=4,4,cloud-bench-run TARGET=prover-c4d-highcpu-16 SHAPE=c4d-highcpu-16 JOBS=4,250.1,251.57,250.835,2509,628
125,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c4d-highcpu,c4d-highcpu-16,16,AMD Turin Zen 5,JOBS=5,5,cloud-bench-run TARGET=prover-c4d-highcpu-16 SHAPE=c4d-highcpu-16 JOBS=5,250.1,252.06,251.08,2511,503
126,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c4d-highcpu,c4d-highcpu-32,32,AMD Turin Zen 5,JOBS=1,1,cloud-bench-run TARGET=prover-c4d-highcpu-32 SHAPE=c4d-highcpu-32 JOBS=1,135.05,135.05,135.05,1351,1351
127,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c4d-highcpu,c4d-highcpu-32,32,AMD Turin Zen 5,JOBS=2,2,cloud-bench-run TARGET=prover-c4d-highcpu-32 SHAPE=c4d-highcpu-32 JOBS=2,135.05,135.54,135.295,1353,677
128,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c4d-highcpu,c4d-highcpu-32,32,AMD Turin Zen 5,JOBS=3,3,cloud-bench-run TARGET=prover-c4d-highcpu-32 SHAPE=c4d-highcpu-32 JOBS=3,135.05,136.03,135.54,1356,452
129,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c4d-highcpu,c4d-highcpu-32,32,AMD Turin Zen 5,JOBS=4,4,cloud-bench-run TARGET=prover-c4d-highcpu-32 SHAPE=c4d-highcpu-32 JOBS=4,135.05,136.52,135.785,1358,340
130,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c4d-highcpu,c4d-highcpu-32,32,AMD Turin Zen 5,JOBS=5,5,cloud-bench-run TARGET=prover-c4d-highcpu-32 SHAPE=c4d-highcpu-32 JOBS=5,135.05,137.01,136.03,1361,273
131,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c4d-highcpu,c4d-highcpu-48,48,AMD Turin Zen 5,JOBS=1,1,cloud-bench-run TARGET=prover-c4d-highcpu-48 SHAPE=c4d-highcpu-48 JOBS=1,102.0,102.0,102.0,1020,1020
132,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c4d-highcpu,c4d-highcpu-48,48,AMD Turin Zen 5,JOBS=2,2,cloud-bench-run TARGET=prover-c4d-highcpu-48 SHAPE=c4d-highcpu-48 JOBS=2,102.0,102.49,102.245,1023,512
133,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c4d-highcpu,c4d-highcpu-48,48,AMD Turin Zen 5,JOBS=3,3,cloud-bench-run TARGET=prover-c4d-highcpu-48 SHAPE=c4d-highcpu-48 JOBS=3,102.0,102.98,102.49,1025,342
134,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c4d-highcpu,c4d-highcpu-48,48,AMD Turin Zen 5,JOBS=4,4,cloud-bench-run TARGET=prover-c4d-highcpu-48 SHAPE=c4d-highcpu-48 JOBS=4,102.0,103.47,102.735,1028,257
135,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c4d-highcpu,c4d-highcpu-48,48,AMD Turin Zen 5,JOBS=5,5,cloud-bench-run TARGET=prover-c4d-highcpu-48 SHAPE=c4d-highcpu-48 JOBS=5,102.0,103.96,102.98,1030,206
136,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c4d-highcpu,c4d-highcpu-64,64,AMD Turin Zen 5,JOBS=1,1,cloud-bench-run TARGET=prover-c4d-highcpu-64 SHAPE=c4d-highcpu-64 JOBS=1,81.37,81.37,81.37,814,814
137,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c4d-highcpu,c4d-highcpu-64,64,AMD Turin Zen 5,JOBS=2,2,cloud-bench-run TARGET=prover-c4d-highcpu-64 SHAPE=c4d-highcpu-64 JOBS=2,81.37,81.86,81.615,817,409
138,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c4d-highcpu,c4d-highcpu-64,64,AMD Turin Zen 5,JOBS=3,3,cloud-bench-run TARGET=prover-c4d-highcpu-64 SHAPE=c4d-highcpu-64 JOBS=3,81.37,82.35,81.86,819,273
139,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c4d-highcpu,c4d-highcpu-64,64,AMD Turin Zen 5,JOBS=4,4,cloud-bench-run TARGET=prover-c4d-highcpu-64 SHAPE=c4d-highcpu-64 JOBS=4,81.37,82.84,82.105,822,206
140,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c4d-highcpu,c4d-highcpu-64,64,AMD Turin Zen 5,JOBS=5,5,cloud-bench-run TARGET=prover-c4d-highcpu-64 SHAPE=c4d-highcpu-64 JOBS=5,81.37,83.33,82.35,824,165
141,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c4d-highcpu,c4d-highcpu-96,96,AMD Turin Zen 5,JOBS=1,1,cloud-bench-run TARGET=prover-c4d-highcpu-96 SHAPE=c4d-highcpu-96 JOBS=1,58.9,58.9,58.9,589,589
142,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c4d-highcpu,c4d-highcpu-96,96,AMD Turin Zen 5,JOBS=2,2,cloud-bench-run TARGET=prover-c4d-highcpu-96 SHAPE=c4d-highcpu-96 JOBS=2,58.9,59.39,59.145,592,296
143,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c4d-highcpu,c4d-highcpu-96,96,AMD Turin Zen 5,JOBS=3,3,cloud-bench-run TARGET=prover-c4d-highcpu-96 SHAPE=c4d-highcpu-96 JOBS=3,58.9,59.88,59.39,594,198
144,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c4d-highcpu,c4d-highcpu-96,96,AMD Turin Zen 5,JOBS=4,4,cloud-bench-run TARGET=prover-c4d-highcpu-96 SHAPE=c4d-highcpu-96 JOBS=4,58.9,60.37,59.635,597,150
145,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c4d-highcpu,c4d-highcpu-96,96,AMD Turin Zen 5,JOBS=5,5,cloud-bench-run TARGET=prover-c4d-highcpu-96 SHAPE=c4d-highcpu-96 JOBS=5,58.9,60.86,59.88,599,120
146,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c3d-highcpu,c3d-highcpu-16,16,AMD Genoa Zen 4,JOBS=1,1,cloud-bench-run TARGET=prover-c3d-highcpu-16 SHAPE=c3d-highcpu-16 JOBS=1,360.1,360.1,360.1,3601,3601
147,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c3d-highcpu,c3d-highcpu-16,16,AMD Genoa Zen 4,JOBS=2,2,cloud-bench-run TARGET=prover-c3d-highcpu-16 SHAPE=c3d-highcpu-16 JOBS=2,360.1,360.59,360.345,3604,1802
148,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c3d-highcpu,c3d-highcpu-16,16,AMD Genoa Zen 4,JOBS=3,3,cloud-bench-run TARGET=prover-c3d-highcpu-16 SHAPE=c3d-highcpu-16 JOBS=3,360.1,361.08,360.59,3606,1202
149,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c3d-highcpu,c3d-highcpu-16,16,AMD Genoa Zen 4,JOBS=4,4,cloud-bench-run TARGET=prover-c3d-highcpu-16 SHAPE=c3d-highcpu-16 JOBS=4,360.1,361.57,360.835,3609,903
150,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c3d-highcpu,c3d-highcpu-16,16,AMD Genoa Zen 4,JOBS=5,5,cloud-bench-run TARGET=prover-c3d-highcpu-16 SHAPE=c3d-highcpu-16 JOBS=5,360.1,362.06,361.08,3611,723
151,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c3d-highcpu,c3d-highcpu-30,30,AMD Genoa Zen 4,JOBS=1,1,cloud-bench-run TARGET=prover-c3d-highcpu-30 SHAPE=c3d-highcpu-30 JOBS=1,214.877,214.877,214.877,2149,2149
152,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c3d-highcpu,c3d-highcpu-30,30,AMD Genoa Zen 4,JOBS=2,2,cloud-bench-run TARGET=prover-c3d-highcpu-30 SHAPE=c3d-highcpu-30 JOBS=2,218.538,219.852,219.195,2192,1096
153,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c3d-highcpu,c3d-highcpu-30,30,AMD Genoa Zen 4,JOBS=3,3,cloud-bench-run TARGET=prover-c3d-highcpu-30 SHAPE=c3d-highcpu-30 JOBS=3,221.323,222.804,222.014,2221,741
154,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c3d-highcpu,c3d-highcpu-30,30,AMD Genoa Zen 4,JOBS=4,4,cloud-bench-run TARGET=prover-c3d-highcpu-30 SHAPE=c3d-highcpu-30 JOBS=4,224.772,226.35,225.561,2256,564
155,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c3d-highcpu,c3d-highcpu-30,30,AMD Genoa Zen 4,JOBS=5,5,cloud-bench-run TARGET=prover-c3d-highcpu-30 SHAPE=c3d-highcpu-30 JOBS=5,227.769,229.416,228.574,2286,458
156,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c3d-highcpu,c3d-highcpu-60,60,AMD Genoa Zen 4,JOBS=1,1,cloud-bench-run TARGET=prover-c3d-highcpu-60 SHAPE=c3d-highcpu-60 JOBS=1,118.043,118.043,118.043,1181,1181
157,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c3d-highcpu,c3d-highcpu-60,60,AMD Genoa Zen 4,JOBS=2,2,cloud-bench-run TARGET=prover-c3d-highcpu-60 SHAPE=c3d-highcpu-60 JOBS=2,118.043,118.533,118.288,1183,592
158,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c3d-highcpu,c3d-highcpu-60,60,AMD Genoa Zen 4,JOBS=3,3,cloud-bench-run TARGET=prover-c3d-highcpu-60 SHAPE=c3d-highcpu-60 JOBS=3,118.043,119.023,118.533,1186,396
159,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c3d-highcpu,c3d-highcpu-60,60,AMD Genoa Zen 4,JOBS=4,4,cloud-bench-run TARGET=prover-c3d-highcpu-60 SHAPE=c3d-highcpu-60 JOBS=4,118.043,119.513,118.778,1188,297
160,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c3d-highcpu,c3d-highcpu-60,60,AMD Genoa Zen 4,JOBS=5,5,cloud-bench-run TARGET=prover-c3d-highcpu-60 SHAPE=c3d-highcpu-60 JOBS=5,118.043,120.003,119.023,1191,239
161,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c3d-highcpu,c3d-highcpu-90,90,AMD Genoa Zen 4,JOBS=1,1,cloud-bench-run TARGET=prover-c3d-highcpu-90 SHAPE=c3d-highcpu-90 JOBS=1,85.2,85.2,85.2,852,852
162,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c3d-highcpu,c3d-highcpu-90,90,AMD Genoa Zen 4,JOBS=2,2,cloud-bench-run TARGET=prover-c3d-highcpu-90 SHAPE=c3d-highcpu-90 JOBS=2,85.2,85.69,85.445,855,428
163,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c3d-highcpu,c3d-highcpu-90,90,AMD Genoa Zen 4,JOBS=3,3,cloud-bench-run TARGET=prover-c3d-highcpu-90 SHAPE=c3d-highcpu-90 JOBS=3,85.2,86.18,85.69,857,286
164,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c3d-highcpu,c3d-highcpu-90,90,AMD Genoa Zen 4,JOBS=4,4,cloud-bench-run TARGET=prover-c3d-highcpu-90 SHAPE=c3d-highcpu-90 JOBS=4,85.2,86.67,85.935,860,215
165,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c3d-highcpu,c3d-highcpu-90,90,AMD Genoa Zen 4,JOBS=5,5,cloud-bench-run TARGET=prover-c3d-highcpu-90 SHAPE=c3d-highcpu-90 JOBS=5,85.2,87.16,86.18,862,173
166,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c3d-highcpu,c3d-highcpu-180,180,AMD Genoa Zen 4,JOBS=1,1,cloud-bench-run TARGET=prover-c3d-highcpu-180 SHAPE=c3d-highcpu-180 JOBS=1,50.1,50.1,50.1,501,501
167,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c3d-highcpu,c3d-highcpu-180,180,AMD Genoa Zen 4,JOBS=2,2,cloud-bench-run TARGET=prover-c3d-highcpu-180 SHAPE=c3d-highcpu-180 JOBS=2,50.1,50.59,50.345,504,252
168,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c3d-highcpu,c3d-highcpu-180,180,AMD Genoa Zen 4,JOBS=3,3,cloud-bench-run TARGET=prover-c3d-highcpu-180 SHAPE=c3d-highcpu-180 JOBS=3,50.1,51.08,50.59,506,169
169,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c3d-highcpu,c3d-highcpu-180,180,AMD Genoa Zen 4,JOBS=4,4,cloud-bench-run TARGET=prover-c3d-highcpu-180 SHAPE=c3d-highcpu-180 JOBS=4,50.1,51.57,50.835,509,128
170,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,c3d-highcpu,c3d-highcpu-180,180,AMD Genoa Zen 4,JOBS=5,5,cloud-bench-run TARGET=prover-c3d-highcpu-180 SHAPE=c3d-highcpu-180 JOBS=5,50.1,52.06,51.08,511,103
171,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,t2d-standard,t2d-standard-16,16,AMD Milan Zen 3,JOBS=1,1,cloud-bench-run TARGET=prover-t2d-standard-16 SHAPE=t2d-standard-16 JOBS=1,480.1,480.1,480.1,4801,4801
172,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,t2d-standard,t2d-standard-16,16,AMD Milan Zen 3,JOBS=2,2,cloud-bench-run TARGET=prover-t2d-standard-16 SHAPE=t2d-standard-16 JOBS=2,480.1,480.59,480.345,4804,2402
173,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,t2d-standard,t2d-standard-16,16,AMD Milan Zen 3,JOBS=3,3,cloud-bench-run TARGET=prover-t2d-standard-16 SHAPE=t2d-standard-16 JOBS=3,480.1,481.08,480.59,4806,1602
174,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,t2d-standard,t2d-standard-16,16,AMD Milan Zen 3,JOBS=4,4,cloud-bench-run TARGET=prover-t2d-standard-16 SHAPE=t2d-standard-16 JOBS=4,480.1,481.57,480.835,4809,1203
175,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,t2d-standard,t2d-standard-16,16,AMD Milan Zen 3,JOBS=5,5,cloud-bench-run TARGET=prover-t2d-standard-16 SHAPE=t2d-standard-16 JOBS=5,480.1,482.06,481.08,4811,963
176,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,t2d-standard,t2d-standard-32,32,AMD Milan Zen 3,JOBS=1,1,cloud-bench-run TARGET=prover-t2d-standard-32 SHAPE=t2d-standard-32 JOBS=1,260.1,260.1,260.1,2601,2601
177,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,t2d-standard,t2d-standard-32,32,AMD Milan Zen 3,JOBS=2,2,cloud-bench-run TARGET=prover-t2d-standard-32 SHAPE=t2d-standard-32 JOBS=2,260.1,260.59,260.345,2604,1302
178,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,t2d-standard,t2d-standard-32,32,AMD Milan Zen 3,JOBS=3,3,cloud-bench-run TARGET=prover-t2d-standard-32 SHAPE=t2d-standard-32 JOBS=3,260.1,261.08,260.59,2606,869
179,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,t2d-standard,t2d-standard-32,32,AMD Milan Zen 3,JOBS=4,4,cloud-bench-run TARGET=prover-t2d-standard-32 SHAPE=t2d-standard-32 JOBS=4,260.1,261.57,260.835,2609,653
180,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,t2d-standard,t2d-standard-32,32,AMD Milan Zen 3,JOBS=5,5,cloud-bench-run TARGET=prover-t2d-standard-32 SHAPE=t2d-standard-32 JOBS=5,260.1,262.06,261.08,2611,523
181,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,t2d-standard,t2d-standard-48,48,AMD Milan Zen 3,JOBS=1,1,cloud-bench-run TARGET=prover-t2d-standard-48 SHAPE=t2d-standard-48 JOBS=1,192.1,192.1,192.1,1921,1921
182,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,t2d-standard,t2d-standard-48,48,AMD Milan Zen 3,JOBS=2,2,cloud-bench-run TARGET=prover-t2d-standard-48 SHAPE=t2d-standard-48 JOBS=2,192.1,192.59,192.345,1924,962
183,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,t2d-standard,t2d-standard-48,48,AMD Milan Zen 3,JOBS=3,3,cloud-bench-run TARGET=prover-t2d-standard-48 SHAPE=t2d-standard-48 JOBS=3,192.1,193.08,192.59,1926,642
184,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,t2d-standard,t2d-standard-48,48,AMD Milan Zen 3,JOBS=4,4,cloud-bench-run TARGET=prover-t2d-standard-48 SHAPE=t2d-standard-48 JOBS=4,192.1,193.57,192.835,1929,483
185,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,t2d-standard,t2d-standard-48,48,AMD Milan Zen 3,JOBS=5,5,cloud-bench-run TARGET=prover-t2d-standard-48 SHAPE=t2d-standard-48 JOBS=5,192.1,194.06,193.08,1931,387
186,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,t2d-standard,t2d-standard-60,60,AMD Milan Zen 3,JOBS=1,1,cloud-bench-run TARGET=prover-t2d-standard-60 SHAPE=t2d-standard-60 JOBS=1,155.446,155.446,155.446,1555,1555
187,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,t2d-standard,t2d-standard-60,60,AMD Milan Zen 3,JOBS=2,2,cloud-bench-run TARGET=prover-t2d-standard-60 SHAPE=t2d-standard-60 JOBS=2,155.446,155.936,155.691,1557,779
188,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,t2d-standard,t2d-standard-60,60,AMD Milan Zen 3,JOBS=3,3,cloud-bench-run TARGET=prover-t2d-standard-60 SHAPE=t2d-standard-60 JOBS=3,155.446,156.426,155.936,1560,520
189,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,t2d-standard,t2d-standard-60,60,AMD Milan Zen 3,JOBS=4,4,cloud-bench-run TARGET=prover-t2d-standard-60 SHAPE=t2d-standard-60 JOBS=4,155.446,156.916,156.181,1562,391
190,Dynamic Monolithic v0.0.2,v0.0.2,Monolith,t2d-standard,t2d-standard-60,60,AMD Milan Zen 3,JOBS=5,5,cloud-bench-run TARGET=prover-t2d-standard-60 SHAPE=t2d-standard-60 JOBS=5,155.446,157.406,156.426,1565,313
191,Collaborative Distributed 0.0.3,0.0.3,Distributed,c4a-highcpu,c4a-highcpu-16,16,ARM64 Neoverse V2,BLOCKS=1,1,cloud-run-distributed-cluster --arch=c4a --blocks=1 --shape=c4a-highcpu-16,70.12,70.12,70.12,702,702
